timestamp,kpi_value,request_count,anomaly_label
2020-08-18T00:00:00.000+08:00,500.15619189289697,473264,0
2020-08-18T00:01:00.000+08:00,483.57375604712416,530004,0
2020-08-18T00:02:00.000+08:00,480.83287447894935,464926,0
2020-08-18T00:03:00.000+08:00,495.8317747465831,440677,0
2020-08-18T00:04:00.000+08:00,497.4374576587252,423641,0
2020-08-18T00:05:00.000+08:00,503.3602157655175,415451,0
2020-08-18T00:06:00.000+08:00,499.1723800759232,417264,0
2020-08-18T00:07:00.000+08:00,498.0263730166985,403746,0
2020-08-18T00:08:00.000+08:00,494.9310842961835,398037,0
2020-08-18T00:09:00.000+08:00,487.45019716098193,399927,0
2020-08-18T00:10:00.000+08:00,499.6838170387225,407824,0
2020-08-18T00:11:00.000+08:00,497.7936773715828,418655,0
2020-08-18T00:12:00.000+08:00,495.851111302839,417258,0
2020-08-18T00:13:00.000+08:00,485.58343318060685,417304,0
2020-08-18T00:14:00.000+08:00,483.05179457498565,412939,0
2020-08-18T00:15:00.000+08:00,490.2653185701848,406598,0
2020-08-18T00:16:00.000+08:00,477.06850603621734,397600,0
2020-08-18T00:17:00.000+08:00,472.60240722065856,398634,0
2020-08-18T00:18:00.000+08:00,473.1134594898315,393321,0
2020-08-18T00:19:00.000+08:00,479.07949458338965,398958,0
2020-08-18T00:20:00.000+08:00,474.5036354483135,399263,0
2020-08-18T00:21:00.000+08:00,475.46647402555686,389325,0
2020-08-18T00:22:00.000+08:00,480.97155506654093,381720,0
2020-08-18T00:23:00.000+08:00,478.939041533884,378438,0
2020-08-18T00:24:00.000+08:00,485.26254015517776,374796,0
2020-08-18T00:25:00.000+08:00,477.69906995508745,374283,0
2020-08-18T00:26:00.000+08:00,482.39172806834534,364268,0
2020-08-18T00:27:00.000+08:00,479.0341670536722,361752,0
2020-08-18T00:28:00.000+08:00,477.09325837100823,361426,0
2020-08-18T00:29:00.000+08:00,457.072643769968,350560,0
2020-08-18T00:30:00.000+08:00,451.7912626432711,344452,0
2020-08-18T00:31:00.000+08:00,451.67324378666916,351623,0
2020-08-18T00:32:00.000+08:00,454.2098735557454,342997,0
2020-08-18T00:33:00.000+08:00,460.8480774346696,342069,0
2020-08-18T00:34:00.000+08:00,475.94648828466484,346597,0
2020-08-18T00:35:00.000+08:00,473.585234387601,340995,0
2020-08-18T00:36:00.000+08:00,477.9718882973226,338649,0
2020-08-18T00:37:00.000+08:00,478.62055243725837,334228,0
2020-08-18T00:38:00.000+08:00,468.9044726189475,333004,0
2020-08-18T00:39:00.000+08:00,463.35384042329076,327529,0
2020-08-18T00:40:00.000+08:00,477.0671265409052,326756,0
2020-08-18T00:41:00.000+08:00,483.42838619650655,323918,0
2020-08-18T00:42:00.000+08:00,474.021731368276,324876,0
2020-08-18T00:43:00.000+08:00,478.2290411359708,328107,0
2020-08-18T00:44:00.000+08:00,476.77963016730826,320307,0
2020-08-18T00:45:00.000+08:00,474.22911317275367,315067,0
2020-08-18T00:46:00.000+08:00,465.0099161220436,305563,0
2020-08-18T00:47:00.000+08:00,479.41599222635625,312852,0
2020-08-18T00:48:00.000+08:00,472.25758612143744,302625,0
2020-08-18T00:49:00.000+08:00,471.0352718798207,302082,0
2020-08-18T00:50:00.000+08:00,475.53884475962207,302898,0
2020-08-18T00:51:00.000+08:00,478.4199825781655,300772,0
2020-08-18T00:52:00.000+08:00,478.863649268916,295862,0
2020-08-18T00:53:00.000+08:00,480.79853354875183,298953,0
2020-08-18T00:54:00.000+08:00,480.41294115249815,294456,0
2020-08-18T00:55:00.000+08:00,479.72693888608325,298999,0
2020-08-18T00:56:00.000+08:00,472.31301433412216,297472,0
2020-08-18T00:57:00.000+08:00,477.18228757168885,293805,0
2020-08-18T00:58:00.000+08:00,487.65510686537453,289336,0
2020-08-18T00:59:00.000+08:00,494.27597951409035,277459,0
2020-08-18T01:00:00.000+08:00,484.2103110081852,288449,0
2020-08-18T01:01:00.000+08:00,470.50987550873833,284036,0
2020-08-18T01:02:00.000+08:00,475.3566622561302,284168,0
2020-08-18T01:03:00.000+08:00,452.466203183771,280485,0
2020-08-18T01:04:00.000+08:00,445.40305203499565,272605,0
2020-08-18T01:05:00.000+08:00,459.1750290280224,276457,0
2020-08-18T01:06:00.000+08:00,459.3516585098572,268283,0
2020-08-18T01:07:00.000+08:00,458.2531714806278,265097,0
2020-08-18T01:08:00.000+08:00,438.11082490128337,259328,0
2020-08-18T01:09:00.000+08:00,442.4839663850131,261669,0
2020-08-18T01:10:00.000+08:00,449.93029899647934,262177,0
2020-08-18T01:11:00.000+08:00,460.2990355446278,257451,0
2020-08-18T01:12:00.000+08:00,459.54625436768464,255284,0
2020-08-18T01:13:00.000+08:00,458.9859844262525,250293,0
2020-08-18T01:14:00.000+08:00,458.7822669147818,251496,0
2020-08-18T01:15:00.000+08:00,462.5443503600817,251193,0
2020-08-18T01:16:00.000+08:00,460.04499909056,247405,0
2020-08-18T01:17:00.000+08:00,458.9458364645412,248839,0
2020-08-18T01:18:00.000+08:00,458.57208872083453,246481,0
2020-08-18T01:19:00.000+08:00,445.0254196821917,240837,0
2020-08-18T01:20:00.000+08:00,458.79919570265923,240707,0
2020-08-18T01:21:00.000+08:00,451.3613196020248,240618,0
2020-08-18T01:22:00.000+08:00,465.104205773426,236532,0
2020-08-18T01:23:00.000+08:00,467.20994605240617,233560,0
2020-08-18T01:24:00.000+08:00,472.27370763654864,235905,0
2020-08-18T01:25:00.000+08:00,469.80917864127196,235220,0
2020-08-18T01:26:00.000+08:00,464.6333938993975,233354,0
2020-08-18T01:27:00.000+08:00,466.7223339685228,226704,0
2020-08-18T01:28:00.000+08:00,463.83187716875574,225936,0
2020-08-18T01:29:00.000+08:00,461.6386405779862,228656,0
2020-08-18T01:30:00.000+08:00,449.3002051395169,226675,0
2020-08-18T01:31:00.000+08:00,462.6057407014941,226488,0
2020-08-18T01:32:00.000+08:00,455.69533339850517,225046,0
2020-08-18T01:33:00.000+08:00,457.2164721426998,217968,0
2020-08-18T01:34:00.000+08:00,466.826653283962,221181,0
2020-08-18T01:35:00.000+08:00,469.0049501356637,220398,0
2020-08-18T01:36:00.000+08:00,472.6023635130399,219673,0
2020-08-18T01:37:00.000+08:00,466.85956996071036,214306,0
2020-08-18T01:38:00.000+08:00,467.3502058148503,215242,0
2020-08-18T01:39:00.000+08:00,473.90553229637436,216402,0
2020-08-18T01:40:00.000+08:00,470.46349195911927,212912,0
2020-08-18T01:41:00.000+08:00,462.1821134377767,207832,0
2020-08-18T01:42:00.000+08:00,473.39463554656265,212510,0
2020-08-18T01:43:00.000+08:00,468.21190391680983,208486,0
2020-08-18T01:44:00.000+08:00,463.24635709549887,203615,0
2020-08-18T01:45:00.000+08:00,465.8874519124746,204055,0
2020-08-18T01:46:00.000+08:00,478.84702330299683,207999,0
2020-08-18T01:47:00.000+08:00,482.1629350476613,207506,0
2020-08-18T01:48:00.000+08:00,475.9910016656388,205927,0
2020-08-18T01:49:00.000+08:00,482.19183697572447,203209,0
2020-08-18T01:50:00.000+08:00,482.62162923708917,202291,0
2020-08-18T01:51:00.000+08:00,488.12339199493937,202347,0
2020-08-18T01:52:00.000+08:00,489.6709999012929,202620,0
2020-08-18T01:53:00.000+08:00,504.02684474156564,202237,0
2020-08-18T01:54:00.000+08:00,518.6488951574988,202065,0
2020-08-18T01:55:00.000+08:00,528.6237423457835,203156,0
2020-08-18T01:56:00.000+08:00,531.9063495203244,202220,0
2020-08-18T01:57:00.000+08:00,535.6970951741391,206243,0
2020-08-18T01:58:00.000+08:00,537.8958361406818,200367,0
2020-08-18T01:59:00.000+08:00,532.7214315482393,191960,0
2020-08-18T02:00:00.000+08:00,521.0157177767904,198056,0
2020-08-18T02:01:00.000+08:00,532.4515371808527,193406,0
2020-08-18T02:02:00.000+08:00,523.8126448602435,195447,0
2020-08-18T02:03:00.000+08:00,510.2219941169261,195816,0
2020-08-18T02:04:00.000+08:00,501.6422126981798,190862,0
2020-08-18T02:05:00.000+08:00,515.1647970545134,191751,0
2020-08-18T02:06:00.000+08:00,530.6472443576433,191498,0
2020-08-18T02:07:00.000+08:00,536.8162708783093,193622,0
2020-08-18T02:08:00.000+08:00,534.2294193039535,192717,0
2020-08-18T02:09:00.000+08:00,536.2942428054481,193167,0
2020-08-18T02:10:00.000+08:00,541.113218771689,191629,0
2020-08-18T02:11:00.000+08:00,537.7959472802988,186344,0
2020-08-18T02:12:00.000+08:00,530.8616011725812,186938,0
2020-08-18T02:13:00.000+08:00,534.040579169111,187510,0
2020-08-18T02:14:00.000+08:00,531.7022146030104,185496,0
2020-08-18T02:15:00.000+08:00,536.6715023836348,180187,0
2020-08-18T02:16:00.000+08:00,530.4556507444408,181277,0
2020-08-18T02:17:00.000+08:00,533.1175037396309,176488,0
2020-08-18T02:18:00.000+08:00,535.1455292097556,179957,0
2020-08-18T02:19:00.000+08:00,531.70035986275,179235,0
2020-08-18T02:20:00.000+08:00,537.5065312457516,176536,0
2020-08-18T02:21:00.000+08:00,531.9233127800802,178074,0
2020-08-18T02:22:00.000+08:00,517.2813438374152,175170,0
2020-08-18T02:23:00.000+08:00,529.9446290393431,177566,0
2020-08-18T02:24:00.000+08:00,535.4495215228553,174094,0
2020-08-18T02:25:00.000+08:00,520.8127524558427,167356,0
2020-08-18T02:26:00.000+08:00,515.2603383118216,165646,0
2020-08-18T02:27:00.000+08:00,512.6663160880149,169244,0
2020-08-18T02:28:00.000+08:00,520.4645197596531,165261,0
2020-08-18T02:29:00.000+08:00,524.6804629007487,166688,0
2020-08-18T02:30:00.000+08:00,529.8950376409283,166574,0
2020-08-18T02:31:00.000+08:00,520.1533687074163,163208,0
2020-08-18T02:32:00.000+08:00,522.8438890958048,163781,0
2020-08-18T02:33:00.000+08:00,505.8444391450052,159346,0
2020-08-18T02:34:00.000+08:00,514.138018671213,157783,0
2020-08-18T02:35:00.000+08:00,514.2442908346134,156240,0
2020-08-18T02:36:00.000+08:00,513.3090067290526,152919,0
2020-08-18T02:37:00.000+08:00,512.8013656605641,151575,0
2020-08-18T02:38:00.000+08:00,502.8067643058069,151442,0
2020-08-18T02:39:00.000+08:00,515.8414016019082,147574,0
2020-08-18T02:40:00.000+08:00,522.015158251876,146191,0
2020-08-18T02:41:00.000+08:00,519.5706379457685,147442,0
2020-08-18T02:42:00.000+08:00,521.8326571595272,147398,0
2020-08-18T02:43:00.000+08:00,525.4181428247376,145479,0
2020-08-18T02:44:00.000+08:00,526.8652392240473,142586,0
2020-08-18T02:45:00.000+08:00,537.8611268175885,143253,0
2020-08-18T02:46:00.000+08:00,527.333194804463,141968,0
2020-08-18T02:47:00.000+08:00,532.4534268940841,143935,0
2020-08-18T02:48:00.000+08:00,535.5087435142336,142620,0
2020-08-18T02:49:00.000+08:00,522.0441077367883,138003,0
2020-08-18T02:50:00.000+08:00,527.2263070708245,137636,0
2020-08-18T02:51:00.000+08:00,526.2231937217434,140676,0
2020-08-18T02:52:00.000+08:00,525.3730064304127,141204,0
2020-08-18T02:53:00.000+08:00,529.5521237750228,138574,0
2020-08-18T02:54:00.000+08:00,538.5736758350853,136992,0
2020-08-18T02:55:00.000+08:00,522.4321045436985,134604,0
2020-08-18T02:56:00.000+08:00,531.1421512562325,133773,0
2020-08-18T02:57:00.000+08:00,525.7963549981287,130919,0
2020-08-18T02:58:00.000+08:00,515.2505696676811,130778,0
2020-08-18T02:59:00.000+08:00,509.78588550641393,130575,0
2020-08-18T03:00:00.000+08:00,499.3177048146647,133218,0
2020-08-18T03:01:00.000+08:00,500.4921831131602,135348,0
2020-08-18T03:02:00.000+08:00,489.6418856772365,132642,0
2020-08-18T03:03:00.000+08:00,470.8138277715478,129305,0
2020-08-18T03:04:00.000+08:00,472.5396242113291,129807,0
2020-08-18T03:05:00.000+08:00,483.318766587023,128489,0
2020-08-18T03:06:00.000+08:00,480.9056057303021,128440,0
2020-08-18T03:07:00.000+08:00,480.3444459516608,125323,0
2020-08-18T03:08:00.000+08:00,496.5030931336476,123661,0
2020-08-18T03:09:00.000+08:00,503.2419784557192,121610,0
2020-08-18T03:10:00.000+08:00,507.3362031298044,123586,0
2020-08-18T03:11:00.000+08:00,519.3845928483198,126292,0
2020-08-18T03:12:00.000+08:00,515.8091069961448,126584,0
2020-08-18T03:13:00.000+08:00,519.0196695515342,123287,0
2020-08-18T03:14:00.000+08:00,519.8655074347931,123070,0
2020-08-18T03:15:00.000+08:00,520.0149726793998,121154,0
2020-08-18T03:16:00.000+08:00,516.4515729017099,122576,0
2020-08-18T03:17:00.000+08:00,529.7538725759925,119946,0
2020-08-18T03:18:00.000+08:00,524.613129526697,118740,0
2020-08-18T03:19:00.000+08:00,524.2947650233409,118033,0
2020-08-18T03:20:00.000+08:00,525.7954174455092,118231,0
2020-08-18T03:21:00.000+08:00,523.3133670552012,113675,0
2020-08-18T03:22:00.000+08:00,526.2460588727679,114688,0
2020-08-18T03:23:00.000+08:00,525.1596798506927,111448,0
2020-08-18T03:24:00.000+08:00,539.231304809992,112890,0
2020-08-18T03:25:00.000+08:00,530.139256030634,113338,0
2020-08-18T03:26:00.000+08:00,531.2943886209962,111363,0
2020-08-18T03:27:00.000+08:00,535.9995813588912,112268,0
2020-08-18T03:28:00.000+08:00,520.9330145698949,110845,0
2020-08-18T03:29:00.000+08:00,511.55765922409586,108699,0
2020-08-18T03:30:00.000+08:00,516.9489004115525,110314,0
2020-08-18T03:31:00.000+08:00,528.0074307046697,112237,0
2020-08-18T03:32:00.000+08:00,522.7551716549295,109056,0
2020-08-18T03:33:00.000+08:00,527.1121412844548,107641,0
2020-08-18T03:34:00.000+08:00,534.7196348544663,108669,0
2020-08-18T03:35:00.000+08:00,530.654963646919,108519,0
2020-08-18T03:36:00.000+08:00,532.8803315749811,106160,0
2020-08-18T03:37:00.000+08:00,533.179697239537,106685,0
2020-08-18T03:38:00.000+08:00,524.2997863911395,106269,0
2020-08-18T03:39:00.000+08:00,526.2377382333249,106041,0
2020-08-18T03:40:00.000+08:00,528.8166878822392,104483,0
2020-08-18T03:41:00.000+08:00,538.086240038638,103525,0
2020-08-18T03:42:00.000+08:00,536.6304965090725,102838,0
2020-08-18T03:43:00.000+08:00,531.1318172124314,103158,0
2020-08-18T03:44:00.000+08:00,527.1603782669825,103842,0
2020-08-18T03:45:00.000+08:00,535.573908608531,101957,0
2020-08-18T03:46:00.000+08:00,532.5007613041387,101799,0
2020-08-18T03:47:00.000+08:00,533.4319732901262,101835,0
2020-08-18T03:48:00.000+08:00,544.5585398854248,104211,0
2020-08-18T03:49:00.000+08:00,545.9686510388507,103576,0
2020-08-18T03:50:00.000+08:00,536.0121841695607,100212,0
2020-08-18T03:51:00.000+08:00,533.7344721719279,101624,0
2020-08-18T03:52:00.000+08:00,538.2192044461465,101841,0
2020-08-18T03:53:00.000+08:00,553.5898328416913,101700,0
2020-08-18T03:54:00.000+08:00,545.1352796991139,100769,0
2020-08-18T03:55:00.000+08:00,537.8586644735523,99706,0
2020-08-18T03:56:00.000+08:00,543.5518905381467,98226,0
2020-08-18T03:57:00.000+08:00,535.5001883791025,95552,0
2020-08-18T03:58:00.000+08:00,545.2236937457334,95215,0
2020-08-18T03:59:00.000+08:00,553.1727604037885,93019,0
2020-08-18T04:00:00.000+08:00,542.2499521388612,94022,0
2020-08-18T04:01:00.000+08:00,536.0404887548686,95508,0
2020-08-18T04:02:00.000+08:00,537.9108057489939,96643,0
2020-08-18T04:03:00.000+08:00,541.9157424744346,97202,0
2020-08-18T04:04:00.000+08:00,539.5853045779744,96724,0
2020-08-18T04:05:00.000+08:00,532.4078779776629,94999,0
2020-08-18T04:06:00.000+08:00,546.188027398956,96938,0
2020-08-18T04:07:00.000+08:00,551.1362908474787,96793,0
2020-08-18T04:08:00.000+08:00,551.6723442971552,94523,0
2020-08-18T04:09:00.000+08:00,549.5701629556713,93461,0
2020-08-18T04:10:00.000+08:00,551.3624766350206,94693,0
2020-08-18T04:11:00.000+08:00,556.5314357639991,94542,0
2020-08-18T04:12:00.000+08:00,552.7360512094024,95295,0
2020-08-18T04:13:00.000+08:00,550.9033980031182,96851,0
2020-08-18T04:14:00.000+08:00,555.6005935842385,95016,0
2020-08-18T04:15:00.000+08:00,545.9936419759783,92167,0
2020-08-18T04:16:00.000+08:00,537.5199929829947,91207,0
2020-08-18T04:17:00.000+08:00,545.7591008443453,90129,0
2020-08-18T04:18:00.000+08:00,549.7826082290571,93182,0
2020-08-18T04:19:00.000+08:00,540.0570098894706,91107,0
2020-08-18T04:20:00.000+08:00,538.341082392012,91538,0
2020-08-18T04:21:00.000+08:00,548.26323160024,89974,0
2020-08-18T04:22:00.000+08:00,548.929312202568,89096,0
2020-08-18T04:23:00.000+08:00,553.0749665023959,88066,0
2020-08-18T04:24:00.000+08:00,543.5674337048972,87827,0
2020-08-18T04:25:00.000+08:00,550.3672369661862,89076,0
2020-08-18T04:26:00.000+08:00,556.0942013582,89383,0
2020-08-18T04:27:00.000+08:00,546.0362909181807,88011,0
2020-08-18T04:28:00.000+08:00,544.4936265391594,87629,0
2020-08-18T04:29:00.000+08:00,552.2827064983197,89577,0
