timestamp,kpi_value,request_count
2020-08-17T02:00:00.000+02:00,0.9983408914943036,27123
2020-08-17T02:01:00.000+02:00,0.9970651733909054,29644
2020-08-17T02:02:00.000+02:00,0.9977911942276544,27164
2020-08-17T02:03:00.000+02:00,0.9977285188376284,25534
2020-08-17T02:04:00.000+02:00,0.9979234056147918,25041
2020-08-17T02:05:00.000+02:00,0.9948650961668394,22201
2020-08-17T02:06:00.000+02:00,0.9974143796779316,22045
2020-08-17T02:07:00.000+02:00,0.9965244591189504,23018
2020-08-17T02:08:00.000+02:00,0.99579613622408,21171
2020-08-17T02:09:00.000+02:00,0.9985581874356334,24275
2020-08-17T02:10:00.000+02:00,0.9981258912202078,24545
2020-08-17T02:11:00.000+02:00,0.9979825999243476,23793
2020-08-17T02:12:00.000+02:00,0.9986970410221924,23792
2020-08-17T02:13:00.000+02:00,0.9989095331963259,23843
2020-08-17T02:14:00.000+02:00,0.9990294130058656,23697
2020-08-17T02:15:00.000+02:00,0.9988895743368292,24315
2020-08-17T02:16:00.000+02:00,0.9982012883794864,23906
2020-08-17T02:17:00.000+02:00,0.9987105647726296,23266
2020-08-17T02:18:00.000+02:00,0.9982947520995864,23457
2020-08-17T02:19:00.000+02:00,0.9982502560600888,23432
2020-08-17T02:20:00.000+02:00,0.9985919699620258,23437
2020-08-17T02:21:00.000+02:00,0.9986076536854984,23701
2020-08-17T02:22:00.000+02:00,0.9986897717666948,23660
2020-08-17T02:23:00.000+02:00,0.9989066442388562,23780
2020-08-17T02:24:00.000+02:00,0.9980199688250412,23737
2020-08-17T02:25:00.000+02:00,0.9983829787234042,23500
2020-08-17T02:26:00.000+02:00,0.9985105115328964,23498
2020-08-17T02:27:00.000+02:00,0.9987256817602582,23542
2020-08-17T02:28:00.000+02:00,0.998556631006962,23556
2020-08-17T02:29:00.000+02:00,0.9985497355400104,23444
2020-08-17T02:30:00.000+02:00,0.9986230493198698,23966
2020-08-17T02:31:00.000+02:00,0.9987277353689568,23580
2020-08-17T02:32:00.000+02:00,0.9985793080394452,23932
2020-08-17T02:33:00.000+02:00,0.9988043895981896,23419
2020-08-17T02:34:00.000+02:00,0.9987243813249426,23518
2020-08-17T02:35:00.000+02:00,0.9990283469223944,23671
2020-08-17T02:36:00.000+02:00,0.9987751826667228,23677
2020-08-17T02:37:00.000+02:00,0.9987656948286868,23495
2020-08-17T02:38:00.000+02:00,0.9992430613961312,23780
2020-08-17T02:39:00.000+02:00,0.9988279124283144,23889
2020-08-17T02:40:00.000+02:00,0.9991453356694159,23401
2020-08-17T02:41:00.000+02:00,0.9984632459660208,23426
2020-08-17T02:42:00.000+02:00,0.9989067821553208,23783
2020-08-17T02:43:00.000+02:00,0.9988969028425964,23570
2020-08-17T02:44:00.000+02:00,0.9986928655759824,23716
2020-08-17T02:45:00.000+02:00,0.9990801521930008,23917
2020-08-17T02:46:00.000+02:00,0.9989139061782032,23939
2020-08-17T02:47:00.000+02:00,0.9984978719853124,23966
2020-08-17T02:48:00.000+02:00,0.998740025199496,23810
2020-08-17T02:49:00.000+02:00,0.9989438107308828,23670
2020-08-17T02:50:00.000+02:00,0.9991287391611002,24103
2020-08-17T02:51:00.000+02:00,0.9986248388483026,23270
2020-08-17T02:52:00.000+02:00,0.9986690137821476,23291
2020-08-17T02:53:00.000+02:00,0.9985362493542276,23228
2020-08-17T02:54:00.000+02:00,0.9992282958199356,23325
2020-08-17T02:55:00.000+02:00,0.999148501362398,23488
2020-08-17T02:56:00.000+02:00,0.9989321715359644,23412
2020-08-17T02:57:00.000+02:00,0.9990147783251232,23345
2020-08-17T02:58:00.000+02:00,0.998942291419868,23636
2020-08-17T02:59:00.000+02:00,0.9992282958199356,23325
2020-08-17T03:00:00.000+02:00,0.9985003641972664,23339
2020-08-17T03:01:00.000+02:00,0.9988579646392014,23642
2020-08-17T03:02:00.000+02:00,0.9988966687884576,23565
2020-08-17T03:03:00.000+02:00,0.9989292444749016,23348
2020-08-17T03:04:00.000+02:00,0.9988800827015852,23216
2020-08-17T03:05:00.000+02:00,0.9991007964374412,23354
2020-08-17T03:06:00.000+02:00,0.9980930917916272,23074
2020-08-17T03:07:00.000+02:00,0.9988279723922384,23037
2020-08-17T03:08:00.000+02:00,0.9990466285318079,23076
2020-08-17T03:09:00.000+02:00,0.9984527442300254,23267
2020-08-17T03:10:00.000+02:00,0.9984606174634396,23386
2020-08-17T03:11:00.000+02:00,0.9988730440813142,23071
2020-08-17T03:12:00.000+02:00,0.9988108869902228,22706
2020-08-17T03:13:00.000+02:00,0.9987980234162844,22463
2020-08-17T03:14:00.000+02:00,0.9985957521502544,22788
2020-08-17T03:15:00.000+02:00,0.9985438178448504,22662
2020-08-17T03:16:00.000+02:00,0.9988620448179272,22848
2020-08-17T03:17:00.000+02:00,0.9988673491614029,22955
2020-08-17T03:18:00.000+02:00,0.9989756836198448,22454
2020-08-17T03:19:00.000+02:00,0.9988960035327888,22645
2020-08-17T03:20:00.000+02:00,0.9989138462875268,23017
2020-08-17T03:21:00.000+02:00,0.9990232640738768,22524
2020-08-17T03:22:00.000+02:00,0.9989541116485816,22947
2020-08-17T03:23:00.000+02:00,0.9986439195100612,22860
2020-08-17T03:24:00.000+02:00,0.9991692536399808,22871
