timestamp,kpi_value,anomaly_label
04/12/2018 00:00:00,465048,0.0
04/12/2018 00:15:00,461885,0.0
04/12/2018 00:30:00,455144,0.0
04/12/2018 00:45:00,456757,0.0
04/12/2018 01:00:00,458557,0.0
04/12/2018 01:15:00,452761,0.0
04/12/2018 01:30:00,452286,0.0
04/12/2018 01:45:00,455049,0.0
04/12/2018 02:00:00,453861,0.0
04/12/2018 02:15:00,450344,0.0
04/12/2018 02:30:00,452917,0.0
04/12/2018 02:45:00,453474,0.0
04/12/2018 03:00:00,448437,0.0
04/12/2018 03:15:00,456172,0.0
04/12/2018 03:30:00,457106,0.0
04/12/2018 03:45:00,451248,0.0
04/12/2018 04:00:00,453291,0.0
04/12/2018 04:15:00,452667,0.0
04/12/2018 04:30:00,449207,0.0
04/12/2018 04:45:00,449513,0.0
04/12/2018 05:00:00,454910,0.0
04/12/2018 05:15:00,454984,0.0
04/12/2018 05:30:00,454367,0.0
04/12/2018 05:45:00,467816,0.0
04/12/2018 06:00:00,470119,0.0
04/12/2018 06:15:00,471815,0.0
04/12/2018 06:30:00,481981,0.0
04/12/2018 06:45:00,490934,0.0
04/12/2018 07:00:00,491447,0.0
04/12/2018 07:15:00,497645,0.0
04/12/2018 07:30:00,504929,0.0
04/12/2018 07:45:00,505304,0.0
04/12/2018 08:00:00,501564,0.0
04/12/2018 08:15:00,509944,0.0
04/12/2018 08:30:00,508900,0.0
04/12/2018 08:45:00,503690,0.0
04/12/2018 09:00:00,507327,0.0
04/12/2018 09:15:00,510063,0.0
04/12/2018 09:30:00,506828,0.0
04/12/2018 09:45:00,505732,0.0
04/12/2018 10:00:00,512487,0.0
04/12/2018 10:15:00,509933,0.0
04/12/2018 10:30:00,504750,0.0
04/12/2018 10:45:00,512455,0.0
04/12/2018 11:00:00,514614,0.0
04/12/2018 11:15:00,510429,0.0
04/12/2018 11:30:00,515892,0.0
04/12/2018 11:45:00,517372,0.0
04/12/2018 12:00:00,513190,0.0
04/12/2018 12:15:00,507572,0.0
04/12/2018 12:30:00,512801,0.0
04/12/2018 12:45:00,510046,0.0
04/12/2018 13:00:00,507319,0.0
04/12/2018 13:15:00,509605,0.0
04/12/2018 13:30:00,510450,0.0
04/12/2018 13:45:00,503523,0.0
04/12/2018 14:00:00,505707,0.0
04/12/2018 14:15:00,507557,0.0
04/12/2018 14:30:00,505687,0.0
04/12/2018 14:45:00,502516,0.0
04/12/2018 15:00:00,512611,0.0
04/12/2018 15:15:00,507599,0.0
04/12/2018 15:30:00,504448,0.0
04/12/2018 15:45:00,510147,0.0
04/12/2018 16:00:00,513199,0.0
04/12/2018 16:15:00,509640,0.0
04/12/2018 16:30:00,511827,0.0
04/12/2018 16:45:00,517689,0.0
04/12/2018 17:00:00,517396,0.0
04/12/2018 17:15:00,513105,0.0
04/12/2018 17:30:00,521847,0.0
04/12/2018 17:45:00,518091,0.0
04/12/2018 18:00:00,512222,0.0
04/12/2018 18:15:00,515506,0.0
04/12/2018 18:30:00,517168,0.0
04/12/2018 18:45:00,510830,0.0
04/12/2018 19:00:00,510362,0.0
04/12/2018 19:15:00,511648,0.0
04/12/2018 19:30:00,508456,0.0
04/12/2018 19:45:00,502923,0.0
04/12/2018 20:00:00,509079,0.0
04/12/2018 20:15:00,505422,0.0
04/12/2018 20:30:00,498828,0.0
04/12/2018 20:45:00,502199,0.0
04/12/2018 21:00:00,501952,0.0
04/12/2018 21:15:00,494523,0.0
04/12/2018 21:30:00,491046,0.0
04/12/2018 21:45:00,492852,0.0
04/12/2018 22:00:00,488542,0.0
04/12/2018 22:15:00,479919,0.0
04/12/2018 22:30:00,483234,0.0
04/12/2018 22:45:00,478864,0.0
04/12/2018 23:00:00,470225,0.0
04/12/2018 23:15:00,471237,0.0
04/12/2018 23:30:00,470077,0.0
04/12/2018 23:45:00,464022,0.0
04/13/2018 00:00:00,504561,0.0
04/13/2018 00:15:00,509952,0.0
04/13/2018 00:30:00,466122,0.0
04/13/2018 00:45:00,442666,0.0
04/13/2018 01:00:00,470975,0.0
04/13/2018 01:15:00,466745,0.0
04/13/2018 01:30:00,430317,0.0
04/13/2018 01:45:00,497438,0.0
04/13/2018 02:00:00,476317,0.0
04/13/2018 02:15:00,421651,0.0
04/13/2018 02:30:00,442745,0.0
04/13/2018 02:45:00,488226,0.0
04/13/2018 03:00:00,441750,0.0
04/13/2018 03:15:00,430145,0.0
04/13/2018 03:30:00,485328,0.0
04/13/2018 03:45:00,457604,0.0
04/13/2018 04:00:00,422835,0.0
04/13/2018 04:15:00,474984,0.0
04/13/2018 04:30:00,468835,0.0
04/13/2018 04:45:00,423113,0.0
04/13/2018 05:00:00,445530,0.0
04/13/2018 05:15:00,485774,0.0
04/13/2018 05:30:00,445243,0.0
04/13/2018 05:45:00,443962,0.0
04/13/2018 06:00:00,497701,0.0
04/13/2018 06:15:00,477091,0.0
